scenario_label,observed_action,motivation,alt_idx,action_text,is_share
wedding,action_2,low,6,"Neither Maxwell nor Ralph try the other's dish, but they discuss how much they like their own",0
wedding,action_2,low,7,They use a communal serving utensil to serve each other a portion of their respective dishes,1
wedding,action_2,low,8,"Maxwell and Ralph decide to get a third, different dish to share together instead of eating their own",1
wedding,action_2,high,0,Maxwell and Ralph decide not to share and each eats their own dish,0
wedding,action_2,high,1,They ask the waiter if they can get a small taste of each dish to bring to their table,1
wedding,action_2,high,2,"Maxwell eats his risotto and Ralph eats his salmon, then they describe their meals to each other",0
wedding,action_2,high,3,"One person finishes their meal, then tries the other's dish after they're done",1
wedding,action_2,high,4,They order an extra plate of one of the dishes to share between them,1
wedding,action_2,high,5,"Ralph lets Maxwell try a bite of his salmon, but doesn't try the risotto himself",1
wedding,action_2,high,6,"They don't share food, but take pictures to show each other what they're eating",0
wedding,action_2,high,7,Maxwell and Ralph exchange plates and eat the other's dish,1
wedding,action_2,high,8,One person gets up and goes to the buffet line to get a small portion of the other dish,1
wedding,action_2,high,9,"They decide to order a different dish, one that they both agree on, and share that",1
wedding,action_3,low,0,They eat their own dishes without touching the other's plate,0
wedding,action_3,low,1,Maxwell and Ralph decide to order one of each dish to share between them from the start,1
wedding,action_3,low,2,They ask the waiter to split each dish in half so they can each try both,1
wedding,action_3,low,3,"One person finishes their meal, then tries a bite of the other's dish if it's offered",1
wedding,action_3,low,4,Maxwell and Ralph sit farther apart to reduce the temptation to share,0
wedding,action_3,low,5,"They discuss their dishes but don't share food, only talking about the taste and ingredients",0
wedding,action_3,low,6,They swap plates entirely after taking a few bites to compare the dishes directly,1
wedding,action_3,low,7,One person refuses to let the other try any of their food,0
wedding,action_3,low,8,"They take photos of their dishes to show each other, but don't share the food itself",0
wedding,action_3,high,0,"Maxwell and Ralph decide to order one of each dish to share, splitting both plates in half",1
wedding,action_3,high,1,They ask the waiter if they can get a small tasting portion of the other's dish,1
wedding,action_3,high,2,"Maxwell eats his risotto alone and Ralph eats his salmon alone, without tasting the other's dish",0
wedding,action_3,high,3,"They swap plates halfway through the meal, so each person can finish the other's dish",1
wedding,action_3,high,4,"Maxwell lets Ralph try a small bite of his risotto, but they don't continue to share",1
wedding,action_3,high,5,"They don't eat their main courses, and instead wait for other dishes to be served",0
wedding,action_3,high,6,"Maxwell and Ralph ask the waiter to bring them a few bites of each dish on a separate plate, to share together",1
wedding,action_3,high,7,One person finishes their meal and then tries a bite from the other's unfinished plate,1
wedding,action_3,high,8,They decide to forego the main course and just have dessert,0
wedding,action_3,high,9,"Ralph describes his salmon to Maxwell in detail, but they don't share food",0
